candidat,exergue,thematique_1,thematique_2,position,detail,signes,nom_source,lien_source,date_source,theme_1,theme_2
François Asselineau,Lutte contre le terrorisme,Terrorisme et renseignement,Justice,Instaurer la déchéance de nationalité et la perpétuité incompressible pour les terroristes,François Asselineau propose de modifier la Constitution pour instaurer la déchéance de nationalité des personnes ayant rejoint une entreprise terroriste et s'opposer à leur rapatriement. Il veut aussi systématiser les décisions d'éloignement et introduire la peine à perpétuité incompressible pour les auteurs de crimes terroristes.,pos.: 90 | détail:332,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,10/02/2022,Sécurité,Société
François Asselineau,Mode de scrutin aux législatives,Institutions,Vie démocratique,Introduire un système de proportionnelle,François Asselineau souhaite introduire un système de proportionnelle aux élections législatives.,pos.: 40 | détail:97,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,10/02/2022,Politique,Politique
François Asselineau,Modulation de la TVA,Fiscalité,Pouvoir d'achat,Créer une TVA pour les produits de grand luxe,"François Asselineau promet de baisser la TVA sur une large gamme de produits de consommation courante et d'augmenter la taxation des produits de très grand luxe, dans le cadre d'une politique de redistribution du pouvoir d'achat aux classes moyennes.",pos.: 45 | détail:252,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,17/01/2022,Economie,Social
François Asselineau,"",Institutions,Budget,Réduire de 30 le train de vie du gouvernement,Le candidat souverainiste propose une réduction des frais de fonctionnement et de déplacement du président de la République et du gouvernement de l'ordre de 30 .,pos.: 47 | détail:162,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,17/01/2022,Politique,Economie
François Asselineau,Montant des retraites,Retraites,Pouvoir d'achat,Réévaluer les retraites au niveau de l'inflation,"François Asselineau promet de faire voter une loi qui imposera que le montant des retraites soit systématiquement réévalué, chaque année, d'un niveau au moins égal au taux d'inflation.",pos.: 48 | détail:184,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,12/02/2022,Social,Social
François Asselineau,"",Ecole et petite enfance,Familles,Garantir l'instruction en famille,M. Asselineau souhaite rétablir le régime déclaratif pour faciliter l'instruction à domicile.,pos.: 33 | détail:93,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,"",Education,Société
François Asselineau,Fonctionnement de la justice,Justice,Budget,Augmenter de 20 le budget de la justice ,"François Asselineau promet d'augmenter de 20 le budget de la justice pour renforcer la chaîne pénale, afin que toute condamnation prononcée soit exécutée.",pos.: 42 | détail:158,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,12/02/2022,Société,Economie
François Asselineau,Nationalisation,Entreprises et industrie,Services publics,Renationaliser les entreprises de service public,"M. Asselineau s'engage à renationaliser ou, au minimum, à arrêter la privatisation des sociétés d'intérêt public (énergie, courrier, transports, etc.). Il souhaite aussi organiser un référendum pour inscrire dans la Constitution le principe de propriété nationale des grandes services publics et interdire la privatisation de la Sécurité sociale.",pos.: 48 | détail:346,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,10/02/2022,Economie,Social
François Asselineau,Réforme territoriale,Institutions,Vie démocratique,Supprimer les conseils régionaux et 50 des conseillers départementaux,"François Asselineau souhaite supprimer les conseils régionaux, ce qui permettrait, selon lui, de supprimer 1 758 postes. Il veut aussi réduire de 50 le nombre de conseillers départementaux pour une économie de 75 millions d'euros. ",pos.: 71 | détail:233,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,17/01/2022,Politique,Politique
François Asselineau,Passoires thermiques,Lutte contre le réchauffement climatique,Logement,Amplifier les politiques d'isolation des bâtiments,Il envisage de poursuivre et d'amplifier les programmes actuellement menés pour inciter à l'isolation des bâtiments publics et privés.,pos.: 50 | détail:134,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,10/02/2022,Environnement,Social
François Asselineau,Pluralité des médias,Médias,"",Limiter la concentration des médias,Il souhaite reconnaître le rôle et la responsabilité des médias en tant que quatrième pouvoir et limiter la concentration économique des médias. ,pos.: 35 | détail:147,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,10/02/2022,Culture,""
François Asselineau,Politique de la petite enfance,Ecole et petite enfance,Familles,Ouvrir 150 000 places de crèche en cinq ans,"Il envisage de lancer un plan crèches financé pour moitié par l'Etat et pour moitié par les collectivités locales, pour construire 150 000 places de crèches en cinq ans (soit 30 000 par an).",pos.: 43 | détail:192,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,10/02/2022,Education,Société
François Asselineau,Politique familiale,Familles,Prestations sociales,Augmenter les allocations familiales et les distribuer dès le premier enfant,Il promet de donner accès aux allocations familiales dès le premier enfant à charge et de revaloriser de 10 le montant des allocations versées pour le deuxième enfant et 15 pour le troisième. ,pos.: 76 | détail:196,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,10/02/2022,Société,Social
François Asselineau,Sortie de l'euro,Institutions européennes,Politique monétaire,Abandonner l'euro et adopter un nouveau franc,Le candidat souverainiste prône l'abandon de la monnaie commune européenne et l'adoption d'un nouveau franc.,pos.: 45 | détail:108,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,17/01/2022,Europe,Economie
François Asselineau,Précarité énergétique,Energie,Pouvoir d'achat,Geler les tarifs du gaz et de l'électricité pendant deux ans,"Le candidat souverainiste propose la suppression de la double taxation sur les prix des carburants, ceux-ci étant déjà assujettis à la TICPE. Il s'engage aussi à geler pendant au moins les deux premières années du mandat les tarifs de l'électricité et du gaz.",pos.: 60 | détail:261,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,17/01/2022,Environnement,Social
François Asselineau,Prisons,Prison,"",Rendre obligatoire le travail en prison,Il promet de rendre obligatoire le travail ou le suivi d'une formation en prison et de supprimer les crédits automatiques de peine d'emprisonnement pour tous les délits. Il les remplacera par des remises de peine conditionnées à la présentation d'un projet et de garanties de réinsertion. ,pos.: 39 | détail:289,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,12/02/2022,Sécurité,""
François Asselineau,Profits et actionnariat salarié,Pouvoir d'achat,Emploi,Favoriser la participation des salariés au capital,"François Asselineau souhaite faciliter la prise de participation des salariés au capital des entreprises, et ainsi augmenter leur rémunération complémentaire. Il compte aussi favoriser les reprises par des coopératives salariales des sites de production. ",pos.: 50 | détail:255,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,17/01/2022,Social,Economie
François Asselineau,Promotion de la culture,Soutien public à la culture,Patrimoine,Multiplier par dix le budget du patrimoine,"François Asselineau promet de faire de la préservation et de la restauration du patrimoine français une grande priorité nationale, avec des fonds publics multipliés par dix. Il veut présenter les collections d'œuvres d'art françaises hors de Paris (par exemple délocaliser <i>La Joconde</i> dans un musée Léonard de Vinci à Chambord). Enfin, il s'engage à augmenter l'indemnisation des intermittents du spectacle de 24 .",pos.: 42 | détail:423,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,10/02/2022,Culture,Culture
François Asselineau,Protection de la biodiversité,Aménagement du territoire,Protection de l'environnement,Lutter contre l'étalement urbain,"Il promet de lutter contre l'étalement urbain, qui participe à la destruction de la biodiversité ainsi qu'aux dégats climatiques, sans en préciser les modalités.",pos.: 32 | détail:163,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,10/02/2022,Economie,Environnement
François Asselineau,Réindustrialisation et relocalisation,Entreprises et industrie,Réindustrialisation,Limiter les investissements à l'étranger,"Le candidat de l'UPR veut limiter les investissements à l'étranger des entreprises françaises, pour éviter la délocalisation de l'emploi et la réimportation de marchandises fabriquées à l'étranger à moindre coût, et contrôler les fonds-vautours étrangers. ",pos.: 40 | détail:258,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,17/01/2022,Economie,Economie
François Asselineau,Rapport entre l'Etat et les religions,Laïcité,Religions,Inscrire la double tradition laïque et chrétienne dans la Constitution,"Si nécessaire, il envisage d'organiser un référendum pour inscrire la double tradition, laïque et chrétienne, dans la Constitution. Il veut couper court d'emblée à toute dérive communautaire qui voudrait imposer d'autres traditions dans la sphère publique.",pos.: 72 | détail:260,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,11/02/2022,Société,Société
François Asselineau,Recherche et développement,Supérieur et recherche,Budget,Augmenter de 50 le budget de la recherche ,"Le candidat souhaite investir dans des grands projets de recherche sur la fusion nucléaire, l'exploration spatiale ou encore la production de composants électroniques de haut niveau. Il compte aussi réévaluer les rémunérations et le statut des chercheurs et des enseignants-chercheurs.",pos.: 44 | détail:285,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,10/02/2022,Education,Economie
François Asselineau,Réforme de l'assurance-chômage,Chômage,Droit du travail,Sanctionner l'inactivité choisie,"M. Asselineau promet d'exclure d'ici à la fin de son quinquennat les personnes qui refusent délibérément de travailler des fonds d'indemnité de l'assurance-chômage, pour lutter contre l'inactivité choisie et réduire progressivement les dispositifs d'emploi aidé.",pos.: 34 | détail:266,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,17/01/2022,Social,Social
François Asselineau,Réforme du secteur bancaire,Système financier,Transactions financières,Séparer les banques de dépôt et d'affaires,Il veut faire adopter une loi de séparation entre les activités des banques de dépôt et des banques d'affaires. ,pos.: 42 | détail:112,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,12/02/2022,Economie,Economie
François Asselineau,Revalorisation des métiers de la santé,Hôpital,Salaires,Augmenter la rémunération du personnel hospitalier,"Selon le programme de l'UPR, l'échelle des rémunérations des fonctionnaires de terrain, notamment du personnel hospitalier, sera revue pour s'aligner ave l'augmentation générale du pouvoir d'achat. Les travailleurs des secteurs privé et public qui ont été en première ligne au cours de la crise sanitaire seront les premiers à en bénéficier.",pos.: 50 | détail:343,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,11/02/2022,Société,Economie
François Asselineau,Rôle du Parlement,Institutions,Vie démocratique,Diminuer le nombre de parlementaires,"Le président de l'UPR veut réduire le nombre de parlementaires de 35 , réduire le mandat de député de cinq à quatre ans et instituer un quorum de présence effective de 60 pour toutes les décisions de l'Assemblée nationale et du Sénat.",pos.: 36 | détail:237,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,17/01/2022,Politique,Politique
François Asselineau,Ruralité et aménagement du territoire,Aménagement du territoire,Services publics,Améliorer le service public dans les zones rurales,Le candidat souverainiste s'engage à rétablir des obligations de service public exigeantes dans les zones rurales. Il s'engage aussi à soumettre les projets de fusion de communes à des référendums locaux et propose de relever le niveau des dotations de fonctionnement des communes de moins de 5 000 habitants à son niveau de 2014. ,pos.: 50 | détail:333,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,10/02/2022,Economie,Social
François Asselineau,Services publics de proximité,Services publics,"",Développer le crédit public,"Pour investir dans les services publics de proximité et les renouveler, le candidat envisage de développer un crédit public soutenu par la banque de France.",pos.: 29 | détail:158,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,12/02/2022,Social,""
François Asselineau,Outre-mer,Outre-mer,"",Investir 15 milliards d'euros dans les infrastructures ,"François Asselineau souhaite investir 15 milliards d'euros dans les infrastructures des territoires ultramarins. Il veut aussi renforcer l'encadrement sur les liaisons aériennes de continuité terroriale, en abaissant les tarifs. ",pos.: 55 | détail:229,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,11/02/2022,Société,""
François Asselineau,Statut des aidants familiaux,Familles,"",Faciliter les conditions de travail des aidants,"Il souhaite faciliter les conditions de travail par la loi des personnes aidant un proche en situation de handicap ou de dépendance, sans plus de précisions. ",pos.: 47 | détail:160,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,10/02/2022,Société,""
François Asselineau,Système de santé publique,Santé,Supérieur et recherche,Créer un pôle publique de recherche pharmaceutique,François Asselineau propose de créer un grand pôle public national de recherche pharmaceutique et de production de médicaments et précise que les données d'efficacité et de pharmacovigilance seront systématiquement rendues accessibles au public en toute transparence.,pos.: 50 | détail:269,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,10/02/2022,Société,Education
François Asselineau,Transport ferroviaire,Transports,"",Favoriser le ferroutage et maintenir les petites lignes ,"Il compte favoriser le recours au ferroutage (transport des camions par le rail) dans le transit des marchandises, avec pour objectif d'atteindre 70 de part du rail sur les grands axes. Aussi, il souhaite interdire toute fermeture de petite ligne ferroviaire et renforcer l'encadrement des prix des lignes de TGV et Intercités. ",pos.: 56 | détail:330,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,10/02/2022,Environnement,""
François Asselineau,Usage du référendum,Institutions,Vie démocratique,Adopter le référendum d'initiative citoyenne,Le candidat promet d'adopter le référendum d'initiative citoyenne.,pos.: 44 | détail:66,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,10/02/2022,Politique,Politique
François Asselineau,Violences faites aux femmes,Police et gendarmerie,Droit des femmes ,Veiller à la bonne application des mesures actuelles,"Dans son programme, il explique vouloir veiller à la bonne application des dispositions protégeant les femmes victimes de violences : traitement de toutes les plaintes, éloignement du conjoint violent, bracelets antirapprochement. ",pos.: 52 | détail:231,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,10/02/2022,Sécurité,Société
François Asselineau,"",Financement des partis,Vie démocratique,Supprimer le financement public des partis,"M. Asselineau promet l'abolition des financements publics des partis politiques, qui devront vivre de leurs adhésions.",pos.: 42 | détail:118,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,17/01/2022,Politique,Politique
François Asselineau,"",Enseignement,"",Réduction de la place des écrans,M. Asselineau souhaite que les écrans soient limités aux seuls cours pour lesquels ils sont nécessaires.,pos.: 32 | détail:104,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,"",Société,""
François Asselineau,Dette publique,Budget,"",Supprimer les subventions inutiles,M. Asselineau promet une réévaluation systématique des subventions attribuées par l'Etat ou les collectivités locales et la suppression de celles qui se révèlent inutiles.,pos.: 34 | détail:173,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,17/01/2022,Economie,""
François Asselineau,Distribution des aides sociales,Budget,"",Lutter contre la fraude aux pensions de retraite,"M. Asselineau préconise de contrôler de manière rigoureuse le versement des pensions de retraite pour lutter contre les escroqueries aux prestations fictives, par exemple en cas de décès non déclaré.",pos.: 48 | détail:199,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,17/01/2022,Economie,""
François Asselineau,"",Fiscalité,Entreprises et industrie,Taxer les transactions financières spéculatives,Le candidat souverainiste veut étendre la taxe sur les transactions financières à toutes les transactions spéculatives réalisées en France.,pos.: 47 | détail:139,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,17/01/2022,Economie,Economie
François Asselineau,"",Pouvoir d'achat,Transports,Baisser les tarifs autoroutiers et instaurer une écotaxe,François Asselineau s'engage à faire baisser de 10 les tarifs des autoroutes mais veut créer une écotaxe imposée aux poids lourds étrangers utilisant les infrastructures nationales.,pos.: 56 | détail:183,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,10/02/2022,Social,Environnement
François Asselineau,"",Diplomatie,"",Renforcer la cohésion des pays de la francophonie,Il veut créer un Parlement de la francophonie dans le but d'adopter des positions communes sur toutes les questions du monde contemporain.,pos.: 49 | détail:138,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,10/02/2022,International,""
François Asselineau,"",Diplomatie,"",Inscrire le principe d'incessibilité du siège de membre permanent,"Il souhaite inscrire l'incessibilité du siège de membre permanent de la France au Conseil de sécurité des Nations unies, avec droit de veto.",pos.: 65 | détail:140,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,10/02/2022,International,""
François Asselineau,Lutte contre la radicalisation,Religions,Vie culturelle et associative,Couper les subventions des associations communautaristes,"Il veut mettre fin aux subventions versées par l'Etat ou les collectivités locales aux associations ou collectifs qui ont, selon lui, une vision communautariste, racialiste, sexiste ou séparatiste régionale.",pos.: 58 | détail:209,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,12/02/2022,Société,Culture
François Asselineau,Numérique et GAFAM,Numérique,Technologies,Défendre la souveraineté numérique,"Le candidat souverainiste veut protéger les interférences et espionnages extérieurs. Pour ce faire, il envisage de taxer les multinationales, en particulier les Gafam, sur les profits réalisés grâce aux marchés français, sous peine d'exclusion. Il souhaite aussi interdire l'usage abusif des conditions d'utilisation des plates-formes et consacrer une loi sur la neutralité du Net. Enfin, il compte interdire aux Gafam d'exercer une censure sur les débats publics et politiques.",pos.: 36 | détail:482,Programme,https://www.upr.fr/wp-content/uploads/2022/01/Asselineau2022_le_programme_v11.pdf,12/02/2022,Economie,Economie
François Asselineau,Avenir de l'automobile,Réindustrialisation,Entreprises et industrie,"Développer la voiture autonome, les moteurs à hydrogène et le thermique propre","Jugeant l'automobile irremplaçable dans certaines zones, M. Asselineau prévoit de lancer une concertation avec les acteurs français et étrangers pour relancer l'automobile en France, notamment dans les bassins sinistrés, en se focalisant sur les technologies du futur, notamment les batteries, l'hydrogène, la voiture autonome et les moteurs thermiques propres.",pos.: 80 | détail:365,Equipe du candidat,"",14/02/2022,Economie,Economie
François Asselineau,Baisse des émissions de CO2,Protection de l'environnement,"",Imposer des standards environnementaux à l'importation,"M. Asselineau, qui revendique une politique écologique ambitieuse, compte sur la sortie de l'Union européenne pour relocaliser la production, et ainsi baisser les émissions de carbonne à l'importation ; quand un produit doit malgré tout être importé, il promet d'imposer des standards environnementaux élevés pour limiter leur impact.",pos.: 54 | détail:336,Equipe du candidat,"",14/02/2022,Environnement,""
François Asselineau,Traités de libre-échange,Commerce international,"",Négocier de nouveaux traités bilatéraux,"Le président de l'UPR s'oppose aux traités intercontinentaux actuels, et envisage de les remplacer par de nouveaux traités négociés en fonction des intérêts de la France, au cas par cas, une fois celle-ci sortie de l'Union européenne.",pos.: 39 | détail:234,Equipe du candidat,"",14/02/2022,International,""
François Asselineau,Position sur la chasse ,Droit animal,"",Maintenir la législation actuelle sur la chasse,Le programme de François Asselineau ne prévoit aucun changement à la législation sur la chasse,pos.: 47 | détail:94,Equipe du candidat,"",14/02/2022,Environnement,""
François Asselineau,GPA et PMA,Droit des personnes LGBT+,Droit des femmes ,Maintenir la législation actuelle sur la GPA et la PMA,"Jugeant ces problématiques intimes et clivantes, le président de l'UPR ne prévoit pas dans son programme de changement de la législation",pos.: 54 | détail:136,Equipe du candidat,"",14/02/2022,Société,Société
François Asselineau,Mineurs étrangers non accompagnés,Diplomatie,"",Imposer le retour des mineurs isolés étrangers,"Estimant que la plupart des mineurs isolés proviennent de pays stables avec lesquels la France entretient des relations diplomatiques, François Asselineau propose d'imposer des discussions fermes pour renvoyer le plus grand nombre possible d'entre eux dans leur pays d'origine, et les protéger de la mendicité.",pos.: 46 | détail:312,Equipe du candidat,"",14/02/2022,International,""
François Asselineau,Eoliennes,Energie,"",Instaurer un moratoire sur les éoliennes,"Le candidat de l'UPR s'engage à faire établir un bilan complet, sans tabou ni complaisance, de l'énergie produite par éolienne, explique son équipe au <em>Monde</em>, et instaurer un moratoire en attendant que l'évaluation de leur coût, de leur rendement, de leur entretien et de leur impact soit terminé.",pos.: 40 | détail:307,Equipe du candidat,"",14/02/2022,Environnement,""
François Asselineau,Légalisation du cannabis,Drogues,"",Ne pas légaliser le cannabis,"Interrogé par <em>Le Monde</em>, M. Asselineau explique qu'il n'a pas l'intention de légaliser le cannabis, jugeant que celui-ci est un symptôme d'une société qui va mal, et que c'est à la cause qu'il faut s'attaquer.",pos.: 28 | détail:219,Equipe du candidat,"",14/02/2022,Société,""
François Asselineau,Crise entre la Russie et l'Ukraine,Diplomatie,Russie,S'opposer à une intervention de la Russie en Ukraine,"Pour François Asselineau, une invasion de l'Ukraine par la Russie serait contraire au droit international. Mais pour lui, on présente dans les médias français M. Poutine comme un agresseur. Or il suffit de regarder les bases militaires de l'OTAN ou des Etats-unis sur tout le pourtour de la Russie : on peut être sidéré. ","",i24News,https://www.youtube.com/watch?v=RED1quUEhzU,13/02/2022,International,International
Marine Le Pen,Choix face au nucléaire,Energie,"",Lancer la construction de trois nouveaux réacteurs EPR,"Marine Le Pen souhaite lancer la construction de trois nouveaux [réacteurs] EPR en plus de la révision et de la modernisation des centrales existantes. Demande également un moratoire sur le démantèlement de la centrale nucléaire de Fessenheim (Haut-Rhin), prévu pour 2025.",pos.: 54 | détail:274,Le Monde,https://www.lemonde.fr/economie/article/2021/11/18/le-nucleaire-s-impose-dans-la-campagne-presidentielle_6102535_3234.html,18/11/2021,Environnement,""
Marine Le Pen,Eoliennes,Lutte contre le réchauffement climatique,Développement durable,Arrêter tout nouveau projet éolien en mer ou terrestre,"La candidate d'extrême droite s'est engagée à arrêter les chantiers en cours d'éoliennes en mer, et les parcs terrestres, et compte réfléchir au démantèlement de ces horreurs qui nous coûtent une fortune.",pos.: 54 | détail:208,Ouest-France,https://www.ouest-france.fr/elections/presidentielle/presidentielle-2022-si-elle-est-elue-marine-le-pen-veut-arreter-le-chantier-du-parc-eolien-f8035124-7530-11ec-bf95-2d0bee5037ae,14/01/2022,Environnement,Environnement
Marine Le Pen,Evolution du smic,Emploi,Pouvoir d'achat,"Ne pas augmenter le smic, mais exonérer de cotisations","Marine Le Pen propose des exonérations de cotisations pour les entreprises qui augmenteraient les salaires allant jusqu'à trois fois le smic, mais ne propose pas de revalorisation globale du salaire minimum.",pos.: 54 | détail:207,L'Obs,https://www.nouvelobs.com/election-presidentielle-2022/20211122.OBS51280/11-pour-melenchon-15-pour-hidalgo-la-hausse-du-smic-ce-marqueur-de-gauche.html#modal-msg,22/12/2021,Economie,Social
Marine Le Pen,Légalisation du cannabis,Drogues,Santé,Ne pas légaliser et renforcer la répression,"Il faut mener la guerre contre la drogue, estimait la candidate d'extrême droite en octobre 2021. Favorable à la verbalisation des consommateurs, elle propose de mettre en prison ceux qui dealent et d'adapter les peines des dealers en fonction des kilos ou des grammes de drogue qu'ils détiennent.",pos.: 43 | détail:303,France Bleu,https://www.francebleu.fr/infos/politique/marine-le-pen-en-vaucluse-il-faut-mener-une-guerre-contre-le-trafic-de-drogue-1634279978,15/10/2021,Société,Société
Marine Le Pen,Inclusion des personnes handicapées,Handicap,"",Renforcer l'accessibilité,"Elle souhaite adosser un grand plan de renforcement de l’accessibilité dans les transports publics, la voirie, le logement et le numérique pour remplir enfin l’objectif de la loi handicap de 2005.",pos.: 25 | détail:198,Valeurs Actuelles,https://www.valeursactuelles.com/politique/marine-le-pen-la-solidarite-nationale-doit-etre-davantage-mobilisee-pour-les-personnes-handicapees/,4/12/2021,Société,""
Marine Le Pen,Audiovisuel public,Médias,"",Privatiser l'audiovisuel public et supprimer la redevance,"Marine Le Pen souhaite privatiser le service public audiovisuel, à l'exception des rédactions en outre-mer, d'Arte et de l'Institut national de l'audiovisuel (INA). Elle veut également supprimer la redevance audiovisuelle.",pos.: 57 | détail:222,Le Figaro,https://www.lefigaro.fr/elections/presidentielles/marine-le-pen-je-veux-nationaliser-les-autoroutes-et-privatiser-l-audiovisuel-public-20210908,08/09/2021,Culture,""
Marine Le Pen,Système de santé publique,Santé,Hôpital,Supprimer les agences régionales de santé,"Afin de réaffirmer l’autorité de l’Etat, Mme Le Pen entend supprimer les agences régionales de santé (ARS) et confier la tutelle des hôpitaux aux préfets de région.
Les hôpitaux auront une gouvernance partagée entre le directeur d’hôpital pour les aspects administratifs et un médecin pour les questions médicales. Elle souhaite aussi instaurer un moratoire sur la suppression des lits à l'hôpital public.",pos.: 41 | détail:407,Programme,https://mlafrance.fr/pdfs/projet-la-sante.pdf,04/02/22,Société,Société
Marine Le Pen,Revalorisation des métiers de la santé,Santé,Hôpital,"Former, recruter et revaloriser les salaires des soignants ","La candidate du RN propose de recruter en masse des personnels soignants pour combler les postes vacants, en ouvrant 10 000 places de formation, et de revaloriser les salaires des personnels soignants avec une enveloppe de 2 milliards d'euros sur cinq ans.",pos.: 59 | détail:258,Programme,https://mlafrance.fr/pdfs/projet-la-sante.pdf,04/02/22,Société,Société
Marine Le Pen,"",Santé,Hôpital,Réduire la proportion de personnel administratif à l'hôpital public,"Marine Le Pen a l'intention de fixer un plafond de 10&nbsp; de postes administratifs dans les hôpitaux, afin de permettre de recruter davantage de personnel soignant.",pos.: 67 | détail:167,Programme,https://mlafrance.fr/pdfs/projet-la-sante.pdf,04/02/22,Société,Société
Marine Le Pen,"",Santé,Hôpital,Réorganiser les urgences,"La candidate du RN propose de renforcer le personnel des services d'urgence, d'organiser un partenariat avec la médecine de ville pour soulager l'hôpital et de créer une filière distincte pour les personnes les plus âgées.",pos.: 24 | détail:222,Programme,https://mlafrance.fr/pdfs/projet-la-sante.pdf,04/02/22,Société,Société
Marine Le Pen,Financement de l'hôpital public,Santé,Hôpital,Abandonner la tarification à l'activité,Marine Le Pen propose de redéfinir le mode de financement de l'hôpital public en revenant à une dotation budgétaire globale et en abandonnant la tarification à l'activité.,pos.: 39 | détail:171,Programme,https://mlafrance.fr/pdfs/projet-la-sante.pdf,04/02/22,Société,Société
Marine Le Pen,Déserts médicaux,Santé,"","Développer la télémédecine, les centres de santé et la formation de jeunes médecins","Pour réduire les déserts médicaux en France, Mme Le Pen propose des incitations financières fortes, le développement de la télémédecine, l'augmentation des maisons et centres de santé ainsi que l'ouverture « de places suffisantes dans les facultés de médecine pour disposer des médecins dont les Français ont besoin ».",pos.: 83 | détail:318,Programme,https://mlafrance.fr/pdfs/projet-la-sante.pdf,04/02/22,Société,""
Marine Le Pen,Grand âge et Ehpad,Santé,Grand âge,Renforcer la présence de médecins et d'infirmières dans les Ehpad,La candidate du RN propose de renforcer la présence du personnel médical dans les Ehpad en dotant chaque établissement d'un médecin coordinateur et en imposant la présence d'une infirmière vingt-quatre heures sur vingt-quatre. ,pos.: 65 | détail:234,Programme,https://mlafrance.fr/pdfs/projet-la-sante.pdf,04/02/22,Société,Social
Marine Le Pen,"",Santé,"",Rendre aux médecins leur liberté de prescription et d’expression,Marine Le Pen souhaite rendre aux médecins leur liberté de prescription et d’expression et réformer le système de rémunération complémentaire des médecins libéraux qui porte atteinte à leur autonomie de décision.,pos.: 66 | détail:214,Programme,https://mlafrance.fr/pdfs/projet-la-sante.pdf,14/02/22,Société,""
